,genome_id,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,comments,additional_metadata,complete_mash_cluster
60,1812935.391,Enterobacter roggenkampii C210228,1812935,WGS,C210228,2022-05-26T00:00:00Z,PRJNA838260,SAMN28416116,GCA_023558625.1,JAMHJS000000000,,WGS,Nanopore MinION,12x,Unicycler v. 0.4.4,0,0,5,4801343,55.78808,4705,4546,Unknown/Unclear,2021,China,China: Zhejiang,Human,,sample_type:whole organism,
61,158836.2281,Enterobacter hormaechei EC83,158836,WGS,EC83,2023-03-20T00:00:00Z,PRJNA944415,SAMN33748145,,JARJGW000000000,,,Illumina Hiseq,10x,SPAdes v. 3.13,0,0,172,5174100,54.510227,5212,5000,Unknown/Unclear,2015,China,China: Hebei,Human,,collected_by:Lizhang Liu,
62,550.747,Enterobacter cloacae strain e1873,550,WGS,e1873,2016-04-05T00:00:00Z,PRJEB5065,SAMEA2273421,GCF_900076255.1,FKAZ00000000,SC,WGS,,,,,,34,4732212,55.38,4586,4439,Other,1800-2014,United Kingdom,United Kingdom,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0347,
63,158836.1985,Enterobacter hormaechei SKLX006640,158836,WGS,SKLX006640,2022-08-13T00:00:00Z,PRJNA861121,SAMN30073261,GCA_024649665.1,JANKMQ000000000,,WGS,Illumina,100x,SPAdes v. v3.15.3,0,0,33,5192010,54.96436,5121,4924,Blood,2012,China,China: Hangzhou,Human,,,
64,299767.274,Enterobacter ludwigii C210175,299767,WGS,C210175,1900-01-01T00:00:00Z,PRJNA837096,SAMN28189504,GCA_023752625.1,JAMGMF000000000,,WGS,Illumina NovaSeq,12x,SPAdes v. 3.15.1,0,0,88,5534454,54.24516,5630,5403,Unknown/Unclear,2021,China,China: Zhejiang,Human,,sample_type:whole organism,
65,1296536.154,Enterobacter hormaechei subsp. xiangfangensis CCBH28587,1296536,WGS,CCBH28587,1900-01-01T00:00:00Z,PRJNA677881,SAMN27549438,GCA_023061085.1,JALLCU000000000,,WGS,Illumina MiSeq,60x,SPAdes v. 3.13.0,0,0,107,5078755,54.740993,5004,4809,Urine,2020-07-29,Brazil,Brazil,Human,,collected_by:LACEN/RJ,
66,61645.604,Enterobacter asburiae C210200,61645,WGS,C210200,1900-01-01T00:00:00Z,PRJNA837096,SAMN28189529,GCA_023752125.1,JAMGLG000000000,,WGS,Illumina NovaSeq,12x,SPAdes v. 3.15.1,0,0,89,4943667,55.545723,4906,4739,Unknown/Unclear,2021,China,China: Zhejiang,Human,,sample_type:whole organism,
67,550.271,Enterobacter cloacae strain MNCRE29,550,WGS,MNCRE29,2015-03-13T00:00:00Z,PRJNA272863,SAMN03333161,GCF_000952555.1,JYMK00000000,University of Minnesota,WGS,Illumina MiSeq,35.0x,CLC Genomics Workbench v. JUNE-2014,,,96,4917534,55.14,4894,4609,Urine,2011,USA,USA: Minnesota,Human,Sequencing of multiple CRE isolates from Minnesota for genomic comparisons,,
68,299766.4,Enterobacter hormaechei subsp. steigerwaltii strain SMART_267,299766,WGS,SMART_267,2015-12-21T00:00:00Z,PRJNA259658,SAMN04252890,GCF_001471915.1,LPQR00000000,JCVI,WGS,Illumina NextSeq 500,188.97x,SPAdes v. 3.1.1,,,90,5118153,54.96,5099,4807,Unknown/Unclear,2010,Spain,Spain,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Johann Pitout,
69,299766.184,Enterobacter hormaechei subsp. steigerwaltii VKH10,299766,Complete,VKH10,2022-07-12T00:00:00Z,PRJNA794990,SAMN24667500,GCA_024218835.1,"CP100388,CP100389",,Complete,Illumina MiSeq; Oxford Nanopore MinION,72.0x,Unicycler v. 0.4.8-beta,1,1,2,4855498,55.399796,4649,4507,Soil,2020-10-22,Hong Kong,Hong Kong: Pokfulam,Environmental,,sample_type:Pure isolate;collected_by:Valerie K. Huang,6.0
70,301102.30,Enterobacter hormaechei subsp. oharae strain SMART_77,301102,WGS,SMART_77,2015-12-21T00:00:00Z,PRJNA259658,SAMN04252887,GCF_001473285.1,LPQU00000000,JCVI,WGS,Illumina NextSeq 500,220.27x,SPAdes v. 3.1.1,,,89,5249276,54.7,5293,5038,Unknown/Unclear,2008,India,India,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Johann Pitout,
71,69218.53,Enterobacter cancerogenus strain JY65,69218,Complete,JY65,2021-08-18T00:00:00Z,PRJNA753314,SAMN20693820,GCA_019665745.1,CP081105,Northeast Forestry University,Complete,Illumina HiSeq,5.0x,HGAP v. 1.0,1,0,1,4736684,55.770943,4405,,Other,2019-01-01,China,China:Harbin,Plant,We performed comparative analysis of the genome sequences of 49 Enterobacter strains belonging to eight species.,sample_type:tissue sample,20.0
72,550.821,Enterobacter cloacae strain e2575,550,WGS,e2575,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273463,GCF_900076695.1,FKCW00000000,SC,WGS,,,,,,60,4702520,55.13,4579,4419,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0392,
73,301102.32,Enterobacter hormaechei subsp. oharae strain SMART_1109,301102,WGS,SMART_1109,2015-12-21T00:00:00Z,PRJNA259658,SAMN04252954,GCF_001475425.1,LPOG00000000,JCVI,WGS,Illumina NextSeq 500,238.97x,SPAdes v. 3.1.1,,,68,5196811,54.67,5229,4966,Unknown/Unclear,2013,Morocco,Morocco,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Johann Pitout,
74,158836.2251,Enterobacter hormaechei KP0981,158836,WGS,KP0981,2023-03-09T00:00:00Z,PRJNA867733,SAMN06330165,,JANPTP000000000,,,Illumina NovaSeq 6000,229.271x,Unicycler v. 2021,0,0,78,5220527,54.94727,5194,5010,Blood,2010,USA,USA: New York City,Human,,collected_by:Anne-Catrin Uhlemann,
75,539813.53,Enterobacter mori HD7528,539813,WGS,HD7528,2022-11-09T00:00:00Z,PRJNA824645,SAMN27409768,GCA_026115165.1,JAMFUN000000000,,WGS,Illumina NovaSeq,100x,SPAdes v. 3.11,0,0,73,5334781,54.83239,5263,5079,Respiratory,2020-03-13,China,"China: Jiangsu, Suzhou",Human,,collected_by:The Second Affiliated Hospital of Soochow University,
76,881260.232,Enterobacter bugandensis AR2339,881260,WGS,AR2339,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419561,GCA_023151985.1,JAKMNX000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,38,4740452,56.00911,4590,4487,Bodily Fluids,2019,China,China,Human,,collected_by:Yushan Cui,
77,881260.247,Enterobacter bugandensis 15501,881260,WGS,15501,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419476,GCA_023153675.1,JAKMKQ000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,29,4841116,55.931236,4671,4550,Blood,2015,China,China,Human,,collected_by:Yushan Cui,
78,1812934.46,Enterobacter hormaechei subsp. hoffmannii HAC11Eho,1812934,WGS,HAC11Eho,2022-09-25T00:00:00Z,PRJNA841267,SAMN30937595,GCA_025399255.1,JAODVB000000000,,WGS,Illumina MiSeq,99.8x,SPAdes v. v3.15.3,0,1,71,4951594,55.078346,4861,4712,Blood,2020,Argentina,Argentina: Buenos Aires,Human,,collected_by:Hospital Aleman,
79,158836.2103,Enterobacter hormaechei EC16040,158836,WGS,EC16040,2023-01-17T00:00:00Z,PRJNA868583,SAMN30260162,,JANWMQ000000000,,,NovaSeq 6000,280.03x,CLC Genomics Workbench v. 21.0.4,0,0,58,4638314,55.27442,4566,4431,Urine,2021-07-07,China,"China: Jiangsu, Nanjing",Human,,collected_by:Xiaoli Cao,
80,208224.388,Enterobacter kobei NW24,208224,WGS,NW24,2022-09-02T00:00:00Z,PRJNA744952,SAMN20128203,GCA_024895235.1,JAHWRE000000000,,WGS,Illumina HiSeq,110.0x,SPAdes v. 3.13.1,0,0,100,4892633,55.025097,4757,4620,Wastewater,2020-09,China,China: Shenzhen,Environmental,,collected_by:Shenzhen People's Hospital,
81,550.543,Enterobacter cloacae strain SMART_1270,550,WGS,SMART_1270,2016-01-22T00:00:00Z,PRJNA259658,SAMN04431011,GCF_001525155.1,LRJB00000000,JCVI,WGS,Illumina NextSeq 500,237.1x,SPAdes v. 3.1.1,,,85,5055893,54.76,5002,4796,Urine,2014,Serbia,Serbia,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Johann Pitout,
82,208224.146,Enterobacter kobei strain STW0522-62,208224,Complete,STW0522-62,2020-10-09T00:00:00Z,PRJDB9036,SAMD00195902,GCA_015136055.1,"AP022452,AP022453,AP022462,AP022463,AP022464,AP022454,AP022455,AP022456,AP022457,AP022458,AP022459,AP022460","Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",Complete,Sequel; NextSeq 500,550x,flye v. 2.5; minimap v. 0.2-r124; racon v.,1,12,13,5244779,54.327457,5146,5019,Wastewater,2018-05-22,Japan,Japan:Tokyo,Environmental,"This project is related to metagenomic survey and genomic epidemiology analysis of antimicrobial resistance bacteria (in particular, carbapenem and/or beta-lactam resistant Enterobacteriaceae) in Japanese hospital sewage.",,10.0
83,550.397,Enterobacter cloacae strain GN02555,550,WGS,GN02555,2015-06-09T00:00:00Z,PRJNA259658,SAMN03732715,GCF_001022615.1,LEDO00000000,JCVI,WGS,Illumina NextSeq500,211.95x,SPAdes v. 3.1.0,,,86,4911226,55.4,4860,4614,Bodily Fluids,2007-05-01,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Vance Fowler;sample_type:cell culture,
84,2071710.21,Enterobacter sichuanensis Q3826,2071710,WGS,Q3826,2022-10-03T00:00:00Z,PRJNA738374,SAMN19728267,GCA_025536075.1,JAHTVS000000000,,WGS,Illumina MiSeq,48x,SPAdes v. 3.12.0+galaxy1,0,0,117,4904692,55.313107,4825,4682,Insect,2019-08,Senegal,Senegal: Niokolo-Koba National Park,Animal,,sample_type:culture,
85,208224.399,Enterobacter kobei TUM9989,208224,WGS,TUM9989,2022-07-21T00:00:00Z,PRJDB13833,SAMD00510878,GCA_026010975.1,BRUA00000000,,WGS,illumina MiSeq,45x,SPAdes v. 3.15,0,0,121,5480371,54.034718,5470,,Unknown/Unclear,2010,Japan,Japan,Unknown,,sample_type:whole organism,
86,158836.1950,Enterobacter hormaechei ECL73,158836,WGS,ECL73,2022-07-03T00:00:00Z,PRJNA846540,SAMN28906577,GCA_024128495.1,JAMYCX000000000,,WGS,Illumina NovaSeq,240x,ABySS v. 2.1.0,0,12,79,4992204,55.281067,4937,4782,Bodily Fluids,2019-02-05,China,China: Chongqing,Human,,collected_by:Department of Microbiology,
87,158836.2298,Enterobacter hormaechei EC47,158836,WGS,EC47,2023-03-20T00:00:00Z,PRJNA944415,SAMN33748123,,JARJGA000000000,,,Illumina Hiseq,10x,SPAdes v. 3.13,0,0,143,5197618,54.89705,5258,5071,Unknown/Unclear,2015,China,China: Hainan,Human,,collected_by:Lizhang Liu,
88,158836.1619,Enterobacter hormaechei HUCA_Bac_108,158836,WGS,HUCA_Bac_108,2022-03-23T00:00:00Z,PRJNA773650,SAMN22503368,GCA_022685635.1,JAJHAE000000000,,WGS,Illumina,20x,Velvet v. 1.1.04,0,0,88,5014637,54.70623,5021,4832,Blood,2017-11-16,Spain,Spain: Asturias,Human,,collected_by:HUCA,
89,158836.2212,Enterobacter hormaechei NR2339,158836,WGS,NR2339,2023-03-09T00:00:00Z,PRJNA867733,SAMN06330212,,JANPSB000000000,,,Illumina NovaSeq 6000,318.176x,Unicycler v. 2021,0,0,79,4983098,54.954407,4911,4775,Respiratory,2014,USA,USA: New York City,Human,,collected_by:Anne-Catrin Uhlemann,
90,299766.70,Enterobacter hormaechei subsp. steigerwaltii strain TUM11143,299766,WGS,TUM11143,2017-08-24T00:00:00Z,PRJDB6127,SAMD00089523,GCA_002334845.1,BEGR00000000,Toho University,WGS,illumina MiSeq,129x,CLC genomics workbench v. 9.5.4,,,115,5136113,55.29,4998,,Urine,2010-09-13,Japan,Japan,Human,"In this study, we investigated molecular epidemiological characteristic of IMP-1-producing E. cloacae complex from 3 hospitals in Tokyo, Japan between 2007 and 2011. Phylogenetic tree of core-genome SNPs analysis of IMP-1-producing E. hormaechei ST78 showed that these isolates spread not only as intrahospital outbreak but also as regional transmission in Tokyo.",,
91,550.417,Enterobacter cloacae strain 1126_ECLO,550,WGS,1126_ECLO,2015-07-10T00:00:00Z,PRJNA267549,SAMN03197081,GCF_001052145.1,JWCF00000000,University of Washington,WGS,Illumina HiSeq,10x,ABYSS v. 1.3.5,,,156,4914224,55.52,4833,,Unknown/Unclear,,USA,USA: WA,Human,Whole genome sequencing of bacterial isolates over a 1-year period from a hospital's intensive care units.,collected_by:UW clinical laboratory,
92,2202832.3,Enterobacter sp. HPCN14,2202832,WGS,HPCN14,2018-05-28T00:00:00Z,PRJNA472208,SAMN09229069,GCA_003173495.1,QGNL00000000,CSIR- National Environmental Engineering Research Institute,WGS,Illumina NextSeq 500,20.0x,SPAdes v. 3.9.0,,,79,4649130,55.67818,4529,4461,Wastewater,2016,India,India: Nagpur,Environmental,Genome sequencing and assembly of Enterobacter sp. HPCN14 having oligotrophic activity applicable in treating domestic sewage,sample_type:Whole organism,
93,61645.634,Enterobacter asburiae 4Pd7,61645,WGS,4Pd7,2022-09-03T00:00:00Z,PRJNA872566,SAMN30469777,GCA_024915045.1,JANVEZ000000000,,WGS,Illumina NextSeq,292.0x,Unicycler v. 0.4.8,0,0,50,4964230,55.905064,4755,4647,Other,2017-11,Brazil,Brazil: Parque Estadual Intervales,Animal,,collected_by:Johana Becerra,
94,158836.1659,Enterobacter hormaechei 12358,158836,WGS,12358,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419418,GCA_023154855.1,JAKMIK000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,33,4671013,55.58319,4461,4343,Bodily Fluids,2012,China,China,Human,,collected_by:Yushan Cui,
95,1812935.377,Enterobacter roggenkampii 12898,1812935,WGS,12898,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419427,GCA_023154675.1,JAKMIT000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,92,5064299,55.459404,4969,4795,Bodily Fluids,2012,China,China,Human,,collected_by:Yushan Cui,
96,550.684,Enterobacter cloacae strain e1155,550,WGS,e1155,2016-04-05T00:00:00Z,PRJEB5065,SAMEA2273298,GCF_900075385.1,FJWQ00000000,SC,WGS,,,,,,105,5165860,54.59,5127,4898,Other,1800-2014,United Kingdom,United Kingdom,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0212,
97,158836.1459,Enterobacter hormaechei GX4-8L,158836,Complete,GX4-8L,2022-01-18T00:00:00Z,PRJNA714529,SAMN18311225,GCA_021497625.1,"CP071876,CP071877",,Complete,Oxford Nanopore PromethION,100.0x,Canu v. v1.3,1,1,2,4950674,54.879658,4836,4649,Other,2019-05,China,China:Guangxi,Animal,,sample_type:genomic assembly,9.0
98,158836.53,Enterobacter hormaechei strain TUM10674,158836,WGS,TUM10674,2017-08-24T00:00:00Z,PRJDB6127,SAMD00089468,GCA_002333745.1,BEEO00000000,Toho University,WGS,illumina MiSeq,88x,CLC genomics workbench v. 9.5.4,,,146,5069736,55.01,4960,,Bodily Fluids,2010-08-09,Japan,Japan,Human,"In this study, we investigated molecular epidemiological characteristic of IMP-1-producing E. cloacae complex from 3 hospitals in Tokyo, Japan between 2007 and 2011. Phylogenetic tree of core-genome SNPs analysis of IMP-1-producing E. hormaechei ST78 showed that these isolates spread not only as intrahospital outbreak but also as regional transmission in Tokyo.",,
99,550.1409,Enterobacter cloacae strain ECC4240,550,WGS,ECC4240,2017-11-17T00:00:00Z,PRJNA383602,SAMN06767793,GCA_002785665.1,NEEI00000000,zhejiang University,WGS,Illumina HiSeq,200x,CLC NGS Cell v. 9.1,,,54,4880712,55.97,4723,4624,Bodily Fluids,2011-04-04,China,China: Hangzhou,Human,investigate the population structure and resistant mechanism,collected_by:Yonghong Xiao,
100,550.3758,Enterobacter cloacae AR0402,550,WGS,AR0402,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419534,GCA_023152535.1,JAKMMW000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,73,5037171,54.90935,4925,4775,Bodily Fluids,2018,China,China,Human,,collected_by:Yushan Cui,
101,158836.1457,Enterobacter hormaechei Y-2,158836,Complete,Y-2,2022-01-17T00:00:00Z,PRJNA794006,SAMN24596082,GCA_021491635.1,"CP090796,CP090797,CP090798,CP090799",,Complete,Illumina,100.0x,Unicycler v. 0.4.8,1,3,4,4732597,55.319607,4496,4373,Urine,2017-07,China,China:Hojhot,Human,,sample_type:Pure culture,8.0
102,1812935.439,Enterobacter roggenkampii KE9800,1812935,WGS,KE9800,2022-10-13T00:00:00Z,PRJNA546126,SAMN19988705,GCA_025696375.1,JAHWLL000000000,,WGS,Illumina MiSeq,39x,SPAdes v. 3.13.0,0,0,52,5127184,55.416775,5039,4854,Rectal/Fecal,2020-03-16,Germany,Germany: Heidelberg,Human,,sample_type:rectal swab,
103,2899140.3,Enterobacter sp. PI-10,2899140,WGS,PI-10,1900-01-01T00:00:00Z,PRJNA784775,SAMN23500946,,JAJNOG000000000,,,Illumina; Oxford Nanopore,482.0x,Unicycler v. NOV-2021,0,0,24,4452943,55.89043,4231,4146,Other,2018-08-27,India,India: Odisha,Animal,,sample_type:Whole organism,
104,158836.2400,Enterobacter hormaechei B0910,158836,Complete,B0910,2023-05-10T00:00:00Z,PRJNA812965,SAMN26573028,,"CP096598,CP096599",,,Oxford Nanopore MinION,100.0x,NECAT v. v0.0.1_update20200803,1,1,2,5062124,54.699986,5457,4836,Other,not collected,Hong Kong,Hong Kong,Environmental,,,2.0
105,158836.1629,Enterobacter hormaechei HUCA_Bac_96,158836,WGS,HUCA_Bac_96,2022-03-23T00:00:00Z,PRJNA773650,SAMN22503357,GCA_022685855.1,JAJHAP000000000,,WGS,Illumina,20x,Velvet v. 1.1.04,0,0,75,5073890,54.66577,5065,4893,Blood,2016-06-18,Spain,Spain: Asturias,Human,,collected_by:HUCA,
106,2912631.5,Enterobacter cloacae complex sp. ECL404,2912631,Complete,ECL404,2022-02-02T00:00:00Z,PRJNA800174,SAMN25233125,GCA_021869625.1,"CP091496,CP091497,CP091498,CP091499,CP091500,CP091501,CP091502,CP091503",,Complete,Oxford Nanopore,100.0x,canu v. 2.2,1,7,8,5420719,54.55542,5481,5205,Wastewater,2020-10-05,China,China: Chongqing,Environmental,,sample_type:cell culture,2.0
107,550.128,Enterobacter cloacae ND13,550,WGS,ND13,2014-11-17T00:00:00Z,PRJNA259658,SAMN03012826,GCA_000784055.2,JTCA00000000,JCVI,WGS,Illumina HiSeq 2000,130.33x,SPAdes v. 3.1.1,,,77,4938576,55.05,4687,4616,Bodily Fluids,2011-12-17,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",,
