Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,mobile-1,mobile-4,mobile-2,mobile-3,mobile-10,mobile-7,mobile-6,mobile-5,mobile-8,mobile-9,roggenkampii,asburiae-1,asburiae-2,cancerogenous,kobei,bugandensis,mori,ludwigii,cloacae,hormaechei-steigerwaltii-2,hormaechei-steigerwaltii-4,hormaechei-steigerwaltii-1,hormaechei-steigerwaltii-3,hormaechei-hoffmannii-1,hormaechei-hoffmannii-2,hormaechei-hoffmannii-3,hormaechei-hormaechei,hormaechei-oharae,hormaechei-xiangfangensis-2,hormaechei-xiangfangensis-1,hormaechei-xiangfangensis-3,phylon_list
group_40676,group_40676,716541.ECL_00060,1.57e-113,329.0,"COG2197@1|root,COG2197@2|Bacteria,1P0V6@1224|Proteobacteria,1SS86@1236|Gammaproteobacteria",2|Bacteria,K,response regulator,-,-,-,"ko:K02282,ko:K07686,ko:K07687,ko:K07688,ko:K07689","ko02020,ko02025,ko02026,ko05111,map02020,map02025,map02026,map05111","M00473,M00474,M00475",-,-,"ko00000,ko00001,ko00002,ko02022,ko02035,ko02044",-,-,-,"GerE,Response_reg",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cancerogenous;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_40564,group_40564,716541.ECL_00065,4.45e-137,390.0,"COG3121@1|root,COG3121@2|Bacteria,1R6JB@1224|Proteobacteria,1RRS0@1236|Gammaproteobacteria",2|Bacteria,M,chaperone,yehC,-,-,"ko:K07346,ko:K15540",-,-,-,-,"ko00000,ko02035,ko02044,ko03110",-,-,-,"PapD_C,PapD_N",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cancerogenous;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_42110,group_42110,716541.ECL_03185,2.02e-113,325.0,"2AXDP@1|root,31PD1@2|Bacteria,1RKER@1224|Proteobacteria,1S7CB@1236|Gammaproteobacteria,3X3ZG@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-4;hormaechei-hoffmannii-2;hormaechei-hormaechei
group_10605,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,mori;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_15130,group_15130,1484158.PSNIH1_20805,2.83e-151,425.0,"2AUZT@1|root,31KPN@2|Bacteria,1QIJA@1224|Proteobacteria,1TGE5@1236|Gammaproteobacteria,3W239@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;mobile-9;hormaechei-hoffmannii-1
group_45997,group_45997,1399774.JDWH01000044_gene1728,8.72e-53,166.0,"2CCWH@1|root,32RKW@2|Bacteria,1MZFZ@1224|Proteobacteria,1S9BX@1236|Gammaproteobacteria,3X2R5@547|Enterobacter",2|Bacteria,S,DinI-like family,msgA,-,-,-,-,-,-,-,-,-,-,-,DinI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,hormaechei-oharae
fepB~~~yfiY,fepB~~~yfiY,1045856.EcWSU1_03816,5.17e-223,615.0,"COG0614@1|root,COG0614@2|Bacteria,1P7NU@1224|Proteobacteria,1RNUD@1236|Gammaproteobacteria,3X1EQ@547|Enterobacter",2|Bacteria,P,Periplasmic binding protein,-,-,-,ko:K02016,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.14,-,-,"Cu_amine_oxidN1,Peripla_BP_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;kobei;bugandensis;mori;ludwigii;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3
group_40331,group_40331,640513.Entas_0556,2.1e-100,300.0,"COG3121@1|root,COG3121@2|Bacteria,1R4RJ@1224|Proteobacteria,1S4QB@1236|Gammaproteobacteria,3X38F@547|Enterobacter",2|Bacteria,M,"Pili and flagellar-assembly chaperone, PapD N-terminal domain",papD,-,-,ko:K07346,-,-,-,-,"ko00000,ko02035,ko02044,ko03110",-,-,-,PapD_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-2;kobei;hormaechei-hormaechei
group_27639,group_27639,640513.Entas_4332,3.64e-150,423.0,"COG1452@1|root,COG1452@2|Bacteria,1PKU7@1224|Proteobacteria,1S2IR@1236|Gammaproteobacteria,3X090@547|Enterobacter",2|Bacteria,M,PFAM Oligogalacturonate-specific porin,lptD,-,-,"ko:K04744,ko:K22110",-,-,-,-,"ko00000,ko02000","1.B.35.1,1.B.35.2,1.B.42.1",-,-,"KdgM,OstA,OstA_C",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_15172,group_15172,911008.GLAD_01626,0.0,1568.0,"COG4772@1|root,COG4772@2|Bacteria,1MWDG@1224|Proteobacteria,1RQA5@1236|Gammaproteobacteria",2|Bacteria,P,receptor,fecA,"GO:0000041,GO:0003674,GO:0005215,GO:0005381,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0008150,GO:0008324,GO:0009279,GO:0015075,GO:0015091,GO:0015318,GO:0015682,GO:0016020,GO:0019867,GO:0022857,GO:0022890,GO:0030001,GO:0030312,GO:0030313,GO:0031975,GO:0034220,GO:0034755,GO:0044462,GO:0044464,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0072510,GO:0072512,GO:0098655,GO:0098660,GO:0098662",-,ko:K16091,-,-,-,-,"ko00000,ko02000",1.B.14.1.14,-,iEC042_1314.EC042_4780,"Plug,STN,TonB_dep_Rec",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_43329,group_43329,716541.ECL_01292,2.74e-143,408.0,"COG4725@1|root,COG4725@2|Bacteria,1R553@1224|Proteobacteria,1RZ8I@1236|Gammaproteobacteria,3X2XD@547|Enterobacter",2|Bacteria,KT,Belongs to the MT-A70-like family,-,-,-,-,-,-,-,-,-,-,-,-,MT-A70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-hoffmannii-1
group_23159,group_23159,469595.CSAG_04354,3.9900000000000005e-233,642.0,"COG3547@1|root,COG3547@2|Bacteria,1MUER@1224|Proteobacteria,1RMAQ@1236|Gammaproteobacteria,3WZ69@544|Citrobacter",2|Bacteria,L,Transposase,ISPlu13C,-,-,ko:K07486,-,-,-,-,ko00000,-,-,-,"DEDD_Tnp_IS110,Transposase_20",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-4
group_45095,group_45095,571.MC52_15100,1.53e-108,313.0,"28KJX@1|root,2ZA4V@2|Bacteria,1REEZ@1224|Proteobacteria,1S4WI@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"DUF1133,Phage_antitermQ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
frwB,frwB,1399774.JDWH01000014_gene3495,4.73e-63,193.0,"COG1445@1|root,COG1445@2|Bacteria,1RHSU@1224|Proteobacteria,1S6R1@1236|Gammaproteobacteria,3X439@547|Enterobacter",2|Bacteria,G,"PTS system, fructose-specific, IIB subunnit",frwB,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090582",2.7.1.202,"ko:K02769,ko:K11202","ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060","M00273,M00306",R03232,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.2.1,-,-,PTS_IIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hormaechei-xiangfangensis-3
dedD,dedD,640513.Entas_3035,1.11e-131,377.0,"COG3147@1|root,COG3147@2|Bacteria,1MXHQ@1224|Proteobacteria,1RRKM@1236|Gammaproteobacteria,3X0AD@547|Enterobacter",2|Bacteria,D,Non-essential cell division protein that could be required for efficient cell constriction,dedD,"GO:0000910,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0007049,GO:0008150,GO:0009987,GO:0022402,GO:0030428,GO:0032153,GO:0032506,GO:0042834,GO:0044464,GO:0051301,GO:0097367",-,"ko:K02453,ko:K03749","ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,SPOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_35439,group_35439,716541.ECL_05078,0.0,1413.0,"COG3345@1|root,COG3345@2|Bacteria,1MWTQ@1224|Proteobacteria,1RQ4M@1236|Gammaproteobacteria,3X3CC@547|Enterobacter",2|Bacteria,G,Glycosyl hydrolase family 36 N-terminal domain,rafA,-,3.2.1.22,ko:K07407,"ko00052,ko00561,ko00600,ko00603,map00052,map00561,map00600,map00603",-,"R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R06091","RC00049,RC00059,RC00451","ko00000,ko00001,ko01000",-,-,-,"Glyco_hydro_36C,Glyco_hydro_36N,Melibiase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,roggenkampii;asburiae-1;kobei;bugandensis;mori;ludwigii;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_41813,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-3
leuA,leuA,1399774.JDWH01000005_gene150,0.0,1068.0,"COG0119@1|root,COG0119@2|Bacteria,1MUNQ@1224|Proteobacteria,1RMWE@1236|Gammaproteobacteria,3X0ES@547|Enterobacter",2|Bacteria,H,Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate),leuA,-,2.3.3.13,ko:K01649,"ko00290,ko00620,ko01100,ko01110,ko01210,ko01230,map00290,map00620,map01100,map01110,map01210,map01230",M00432,R01213,"RC00004,RC00470,RC02754","br01601,ko00000,ko00001,ko00002,ko01000",-,-,iYL1228.KPN_03016,"HMGL-like,LeuA_dimer",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,roggenkampii;asburiae-1;asburiae-2;cancerogenous;kobei;bugandensis;mori;ludwigii;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_44583,group_44583,549.BW31_04604,8.979999999999999e-69,216.0,"COG3521@1|root,COG3521@2|Bacteria,1RAI0@1224|Proteobacteria,1S1YP@1236|Gammaproteobacteria,3W2QM@53335|Pantoea",2|Bacteria,S,"Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113",-,-,-,ko:K11906,"ko03070,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS-SciN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asburiae-2;bugandensis
gcvT,gcvT,716541.ECL_01029,9.95e-267,731.0,"COG0404@1|root,COG0404@2|Bacteria,1QTIY@1224|Proteobacteria,1RXJN@1236|Gammaproteobacteria,3X0AF@547|Enterobacter",2|Bacteria,H,Glycine cleavage T-protein C-terminal barrel domain,gcvT,-,2.1.2.10,"ko:K00605,ko:K11053","ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",M00532,"R01221,R02300,R04125","RC00022,RC00069,RC00183,RC02834","ko00000,ko00001,ko00002,ko01000",-,-,-,"GCV_T,GCV_T_C",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,cloacae;hormaechei-xiangfangensis-2
wcaA~~~yibD,wcaA~~~yibD,1045856.EcWSU1_00110,1.2e-231,639.0,"COG0463@1|root,COG0463@2|Bacteria,1R4XG@1224|Proteobacteria,1RZPV@1236|Gammaproteobacteria,3X3DV@547|Enterobacter",2|Bacteria,M,"PFAM Glycosyl transferase, family 2",hyaD,-,2.4.2.53,"ko:K10012,ko:K16555","ko00520,ko01503,map00520,map01503","M00721,M00761",R07661,"RC00005,RC02954","ko00000,ko00001,ko00002,ko01000,ko01003,ko01005,ko02000",4.D.2.1.8,GT2,-,"Glyco_transf_4,Glycos_transf_1,Glycos_transf_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,asburiae-1;asburiae-2;cancerogenous;kobei;bugandensis;ludwigii;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
hypA,hypA,1124991.MU9_3301,3.74e-74,224.0,"COG0375@1|root,COG0375@2|Bacteria,1MZJH@1224|Proteobacteria,1S5WG@1236|Gammaproteobacteria",2|Bacteria,S,Probably plays a role in a hydrogenase nickel cofactor insertion step,hypA,"GO:0003674,GO:0005488,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0010467,GO:0016151,GO:0019538,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0046872,GO:0046914,GO:0051604,GO:0071704,GO:1901564",-,ko:K04651,-,-,-,-,"ko00000,ko03110",-,-,-,HypA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_47578,group_47578,573.JG24_00085,0.0,1524.0,"COG0550@1|root,COG0551@1|root,COG0550@2|Bacteria,COG0551@2|Bacteria,1MUFZ@1224|Proteobacteria,1RN4X@1236|Gammaproteobacteria",2|Bacteria,L,"Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone",topB,-,5.99.1.2,"ko:K03168,ko:K03169,ko:K07479",-,-,-,-,"ko00000,ko01000,ko03032,ko03400",-,-,-,"DUF2726,Topoisom_bac,Toprim,Toprim_Crpt,zf-C4_Topoisom",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-6
group_48427,group_48427,469008.B21_00505,8.830000000000001e-66,202.0,"COG4570@1|root,COG4570@2|Bacteria,1N92D@1224|Proteobacteria,1SDZ5@1236|Gammaproteobacteria,3XPWD@561|Escherichia",2|Bacteria,L,"Endonuclease that resolves Holliday junction intermediates made during homologous genetic recombination and DNA repair. Exhibits sequence and structure-selective cleavage of four-way DNA junctions, where it introduces symmetrical nicks in two strands of the same polarity at the 5' side of",rusA,"GO:0000217,GO:0000400,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005488,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008821,GO:0009987,GO:0016787,GO:0016788,GO:0016889,GO:0016894,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:0140097,GO:1901360,GO:1901363",3.1.22.4,ko:K01160,-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,RusA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,hormaechei-xiangfangensis-1
group_39148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,hormaechei-xiangfangensis-2
group_42749,group_42749,155864.EDL933_p0089,7.98e-77,230.0,"COG3064@1|root,COG3064@2|Bacteria,1RIWN@1224|Proteobacteria,1S8DR@1236|Gammaproteobacteria",2|Bacteria,M,TolA C-terminal,tolA,-,-,ko:K03646,-,-,-,-,"ko00000,ko02000",2.C.1.2,-,-,"SpoIIE,TolA,TonB_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kobei
group_48713,group_48713,1045856.EcWSU1_02421,2.01e-83,249.0,"COG1974@1|root,COG1974@2|Bacteria,1MZFA@1224|Proteobacteria,1S5X5@1236|Gammaproteobacteria,3X2CT@547|Enterobacter",2|Bacteria,L,Belongs to the peptidase S24 family,umuD,"GO:0000731,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003824,GO:0003887,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009355,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0016462,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0018130,GO:0019438,GO:0019985,GO:0031668,GO:0032991,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0042575,GO:0042623,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0061695,GO:0071496,GO:0071704,GO:0071897,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1990234",-,ko:K03503,-,-,-,-,"ko00000,ko01000,ko01002,ko03400",-,-,-,Peptidase_S24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cancerogenous;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_49355,group_49355,1035839.AFNK01000044_gene987,0.0,1981.0,"COG4644@1|root,COG4644@2|Bacteria,1MUIU@1224|Proteobacteria,1RPZZ@1236|Gammaproteobacteria",2|Bacteria,L,Transposase,tnpA,-,-,-,-,-,-,-,-,-,-,-,"DDE_Tnp_Tn3,DUF4158",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
qnrB~~~qnrB2~~~qnrB1~~~qnrB19,qnrB~~~qnrB2~~~qnrB1~~~qnrB19,500640.CIT292_06933,2.53e-70,222.0,"COG1357@1|root,COG1357@2|Bacteria,1QF5X@1224|Proteobacteria,1RMSN@1236|Gammaproteobacteria,3WZCB@544|Citrobacter",2|Bacteria,S,Pentapeptide repeats (9 copies),qnr,-,-,ko:K18555,-,M00729,-,-,"ko00000,ko00002,ko01504",-,-,-,"Pentapeptide,Pentapeptide_4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_33431,group_33431,1484158.PSNIH1_20500,1.34e-86,262.0,"2A40C@1|root,32QW5@2|Bacteria,1RHQ6@1224|Proteobacteria,1S8H5@1236|Gammaproteobacteria,3W1IP@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1
