,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,additional_metadata,complete_mash_cluster,mlst,closest_genome_reference,closest_genome_taxonomy,mobile-1,mobile-4,mobile-2,mobile-3,mobile-10,mobile-7,mobile-6,mobile-5,mobile-8,mobile-9,roggenkampii,asburiae-1,asburiae-2,cancerogenous,kobei,bugandensis,mori,ludwigii,cloacae,hormaechei-steigerwaltii-2,hormaechei-steigerwaltii-4,hormaechei-steigerwaltii-1,hormaechei-steigerwaltii-3,hormaechei-hoffmannii-1,hormaechei-hoffmannii-2,hormaechei-hoffmannii-3,hormaechei-hormaechei,hormaechei-oharae,hormaechei-xiangfangensis-2,hormaechei-xiangfangensis-1,hormaechei-xiangfangensis-3,phylon_list
299766.39,Enterobacter hormaechei subsp. steigerwaltii strain DSM 16691,299766,Complete,DSM 16691,2016-09-16T00:00:00Z,PRJNA259658,SAMN05581751,GCF_001729725.1,CP017179,JCVI,Complete,PacBio,14.04x,HGAP v. 3.0.0,1,,1,4782480,55.55,4564,4422,wound,,Belgium,Belgium,"Human, Homo sapiens",,12.0,906,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;hormaechei-steigerwaltii-1
GCA_030847965.1,Enterobacter hormaechei Ehh_23,158836,Complete,Ehh_23,2023-08-21,PRJNA976530,SAMN35394412,GCA_030847965.1,SAMN35394412,University of Bern,OK,Illumina; Oxford Nanopore,,ASM3084796v1,1,6,7,5043849,55.0,,4693.0,urine,2017-08-29,Switzerland,Switzerland,Homo sapiens,,7.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-4;mobile-3;hormaechei-xiangfangensis-3
208224.238,Enterobacter kobei 6,208224,Complete,6,2022-03-14T00:00:00Z,PRJNA780373,SAMN23139065,GCA_022559745.1,CP088119,,Complete,Oxford Nanopore MinION,200X,SOAPdenovo v. 2.3,1,0,1,4860688,55.005856,4643,4509,stool,2020,China,China,Homo sapiens,collected_by:Zhejiang Unversity,13.0,1605,GCF_001729765.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-7;kobei
158836.22,Enterobacter hormaechei strain CAV1176,158836,Complete,CAV1176,2016-07-15T00:00:00Z,PRJNA246471,SAMN03733727,GCA_001874505.1,"CP011662,CP011658,CP011659,CP011661,CP011660",University of Oxford,Complete,PacBio,81X,HGAP3 v. 2.2.0,1,3,5,5043091,55.17,4934,4649,Perirectal,2010-05,USA,USA:Virginia,"Human, Homo sapiens",collected_by:Clinical Microbiology University of Virginia Health System,10.0,93,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8
61645.753,Enterobacter asburiae 2017-45-80,61645,Complete,2017-45-80,2023-06-06T00:00:00Z,PRJNA288601,SAMN30974111,,"CP109692,CP109693,CP109691",,,PacBio RSII,77.754x,HGAP v. v3,1,2,3,4784459,55.482388,4674,4546,swab,2017,USA,USA,Homo sapiens,sample_type:whole organism,21.0,484,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;asburiae-1
158836.157,Enterobacter hormaechei strain AR432,158836,Complete,AR432,2018-04-30T00:00:00Z,PRJNA316321,SAMN07291525,GCA_003073995.1,"CP029126,CP029124,CP029125",FDA/CDC,Complete,Pacbio; Illumina,16.36x,SMRT v. 2.3.0; HGAP v. 3.0; SPAdes v.,1,2,3,4897845,55.371597,4673,4580,,,,,,,12.0,106,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-3
61645.544,Enterobacter asburiae AR0468-yvys,61645,Complete,AR0468-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379552,GCA_023023265.1,"CP083834,CP083835,CP083836,CP083837,CP083838,CP083839,CP083840,CP083841",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,7,8,5385038,55.133186,5475,5243,sputum,2018-04,China,China,Homo sapiens,collected_by:Yushan Cui,23.0,27,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-7;asburiae-1
1868135.3,Enterobacter sp. HK169,1868135,Complete,HK169,2016-09-06T00:00:00Z,PRJNA326573,SAMN05285327,GCF_001719105.1,CP017087,Korea Research Institute of Chemical Technology,Complete,PacBio,221,RS_HGAP_Assembly v. version 3,1,,1,4551186,56.15,4247,4155,Tomato roots,2015,South Korea,South Korea: Daejeon,,sample_type:cell culture,23.0,650,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asburiae-1
1812935.282,Enterobacter roggenkampii 12795-yvys,1812935,Complete,12795-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379549,GCA_023023685.1,"CP083853,CP083854,CP083855,CP083856",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,3,4,5121549,55.463356,4992,4807,sputum,2012-09,China,China,Homo sapiens,collected_by:Yushan Cui,17.0,523,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;roggenkampii
158836.970,Enterobacter hormaechei strain Eho-4,158836,Complete,Eho-4,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747510,GCA_015910285.1,"CP047740,CP047741,CP047742,CP047743,CP047744,CP047745,CP047746,CP047747,CP047748",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,8,9,5522018,54.6757,5569,5290,urine,2012-02-18,Canada,Canada:Ontario,,collected_by:Public Health Ontario,10.0,93,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-9;hormaechei-steigerwaltii-2
GCA_050884245.1,Enterobacter hormaechei NY5292,158836,Complete,NY5292,2025-06-11,PRJNA1191133,SAMN45069054,GCA_050884245.1,SAMN45069054,Academy of Military Medical Sciences,OK,PacBio RSII,,ASM5088424v1,1,2,3,5261703,55.0,,4928.0,ascites,2018,China,China: Hebei,Homo sapiens,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-10;mobile-8;hormaechei-steigerwaltii-1
GCA_030863685.1,Enterobacter hormaechei CUVET21-1190,158836,Complete,CUVET21-1190,2023-08-23,PRJNA912905,SAMN32262093,GCA_030863685.1,SAMN32262093,Chulalongkorn University,OK,Oxford Nanopore MinION and Illumina Novaseq 6000,,ASM3086368v1,1,2,3,4732409,55.0,,4385.0,abdominal fluid,2021-08-27,Thailand,Thailand: Bangkok,cat,,6.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,mobile-6;hormaechei-xiangfangensis-2
158836.795,Enterobacter hormaechei strain RHBSTW-00211,158836,Complete,RHBSTW-00211,2020-07-24T00:00:00Z,PRJNA605147,SAMN15148542,GCA_013707135.1,"CP055354,CP055355,CP055356,CP055357,CP055358,CP055359,CP055360,CP055361,CP055362,CP055363",University of Oxford,Complete,Hybrid: Illumina and PACBIO_SMRT,103.530448658822x,Unicycler v. v0.4.7,1,9,10,4851593,55.4697,4741,4580,Wastewater influent sample,2017,United Kingdom,United Kingdom,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",9.0,108,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,mobile-9;hormaechei-oharae
GCA_040834065.1,Enterobacter asburiae STS63-C,61645,Complete,STS63-C,2024-07-24,PRJNA1134078,SAMN42392509,GCA_040834065.1,SAMN42392509,University of Zurich,OK,"Illumina MiniSeq, Oxford Nanopore",,ASM4083406v1,1,1,2,4849319,56.0,,4491.0,Pre-washed mixed salad,2023,Switzerland,Switzerland,,,23.0,-1,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;asburiae-1
GCA_043970695.1,Enterobacter hormaechei subsp. xiangfangensis ECC-103,1296536,Complete,ECC-103,2024-10-28,PRJNA1067818,SAMN39551836,GCA_043970695.1,SAMN39551836,National Health Research Institutes,OK,Oxford Nanopore GridION and Illumina NovaSeq,,ASM4397069v1,1,2,3,4875030,55.5,,4518.0,blood,2022-08-16,Taiwan,Taiwan,Homo sapiens,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-10;mobile-5;hormaechei-steigerwaltii-1
158836.787,Enterobacter hormaechei strain RHBSTW-00083,158836,Complete,RHBSTW-00083,2020-07-24T00:00:00Z,PRJNA605147,SAMN15148476,GCA_013625575.1,"CP058160,CP058161,CP058162,CP058163",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,107.059809165582x,Unicycler v. v0.4.7,1,3,4,4904566,55.47822,4767,4601,Wastewater effluent sample,2017,United Kingdom,United Kingdom,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",9.0,108,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,hormaechei-oharae
GCA_031216605.1,Enterobacter bugandensis E105227,881260,Complete,E105227,2023-09-06,PRJNA901438,SAMN31713467,GCA_031216605.1,SAMN31713467,Queen's University Belfast (WWIEM),OK,Oxford Nanopore GridION; Illumina HiSeq,,ASM3121660v1,1,2,3,5348661,55.5,,4903.0,hospital,2011,United Kingdom,United Kingdom,Homo sapiens,,30.0,-1,GCF_900324475.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter bugandensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bugandensis
GCA_031167025.1,Enterobacter asburiae CRECL416,61645,Complete,CRECL416,2023-09-02,PRJNA996242,SAMN36534143,GCA_031167025.1,SAMN36534143,Yongchuan Hospital of Chongqing Medical University,OK,Illumina NovaSeq; PacBio Sequel,,ASM3116702v1,1,4,5,5110656,55.5,,4775.0,hospital sample,2021-12-22,missing,missing,,,21.0,-1,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-6;mobile-8;asburiae-1
GCA_044500605.1,Enterobacter kobei UPB 1352,208224,Complete,UPB 1352,2024-11-05,PRJNA1134685,SAMN42431385,GCA_044500605.1,SAMN42431385,Walloon Agricultural Research Centre,OK,Oxford Nanopore MinION,,ASM4450060v1,1,2,3,4814064,55.0,,4416.0,,2018-11-09,Senegal,Senegal,Solanum lycopersicum,,13.0,-1,GCF_001729765.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-10;kobei
1812935.464,Enterobacter roggenkampii WS28-4,1812935,Complete,WS28-4,2023-04-03T00:00:00Z,PRJNA895843,SAMN31525273,,CP110534,,,Illumina NovaSeq; Oxford Nanopore,662.0x,unicycler v. v0.4.8,1,0,1,4689724,56.01172,4406,4306,natural water sources close by farm or community,2022-05-01,Thailand,Thailand: Ratchaburi,,collected_by:Chulalongkorn University,17.0,1594,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;roggenkampii
158836.420,Enterobacter hormaechei strain C45,158836,Complete,C45,2019-10-09T00:00:00Z,PRJNA550014,SAMN12289303,GCA_008931645.1,"CP042551,CP042552,CP042553,CP042554,CP042555",University of Oxford,Complete,Oxford Nanopore MiniION,2580x,Unicycler v. SEP-2017,1,4,5,5538473,54.83582,5560,5369,clinical sample,2013-04-27,Australia,Australia: Sydney,"Human, Homo sapiens",sample_type:Whole organism;collected_by:Concord Repatriation Hospital Sydney Australia,11.0,133,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;hormaechei-steigerwaltii-4
1812935.517,Enterobacter roggenkampii 2017-45-51-04-01,1812935,Complete,2017-45-51-04-01,2023-06-06T00:00:00Z,PRJNA288601,SAMN30974109,,"CP109727,CP109730,CP109731,CP109732,CP109729,CP109728",,,PacBio RSII,70.43x,HGAP v. v3,1,5,6,5689850,55.230965,5747,5487,Sink Drain,2017,USA,USA,,sample_type:whole organism,17.0,1926,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-3;mobile-10;roggenkampii
GCA_044095145.1,Enterobacter hormaechei EC5927,158836,Complete,EC5927,2024-10-30,PRJNA1176333,SAMN44389079,GCA_044095145.1,SAMN44389079,Jinang University,OK,Illumina HiSeq; PacBio,,ASM4409514v1,1,1,2,4856274,55.0,,4479.0,sputum,2023-09,China,China:Zhuhai,Homo sapiens,,7.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-1;mobile-5;hormaechei-xiangfangensis-3
158836.2201,Enterobacter hormaechei 2020CK-00206,158836,Complete,2020CK-00206,2023-03-01T00:00:00Z,PRJNA812595,SAMN15907141,,"CP118552,CP118553,CP118554,CP118555,CP118556,CP118557",,,Oxford Nanopore GridION,20.0x,Unicycler v. 0.5.0,1,5,6,5225279,55.314117,5134,4949,other,2020-06-03,USA,USA,Homo sapiens,,12.0,1909,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-3;mobile-10;mobile-9
208224.427,Enterobacter kobei 2020CK-00216,208224,Complete,2020CK-00216,2023-03-01T00:00:00Z,PRJNA812595,SAMN15907151,,"CP118560,CP118561,CP118562,CP118563",,,Oxford Nanopore GridION,20.0x,Unicycler v. 0.5.0,1,3,4,4961769,54.941715,4757,4640,Tracheal Aspirate/Wash,2020-04-20,USA,USA,Homo sapiens,,13.0,32,GCF_001729765.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;kobei
158836.1370,Enterobacter hormaechei strain 48947CZ,158836,Complete,48947CZ,2021-11-01T00:00:00Z,PRJNA772913,SAMN22377412,GCA_020695705.1,"CP085774,CP085775,CP085776,CP085777,CP085778,CP085779",Charles University in Prague,Complete,PacBio Sequel,888x,Microbial assembly v. v.1,1,5,6,5269698,54.69152,5256,5034,urine,2019-02,Czech Republic,Czech Republic: South Bohemian Region,Homo sapiens,collected_by:Nemocnice Ceske Budejovice,10.0,190,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-9;hormaechei-steigerwaltii-3
158836.491,Enterobacter hormaechei strain BW,158836,Complete,BW,2020-01-27T00:00:00Z,PRJNA434358,SAMN08554725,GCA_009930935.1,"CP027111,CP027112,CP027113",Penn State University,Complete,PacBio; Illumina HiSeq,150.0x,Canu for assembly of PacBio reads v. 1.6;,1,2,3,5255981,54.9045,5194,5056,,2014-05-30,USA,"USA: Ann Arbor, Michigan","Human, Homo sapiens",collected_by:Robert Wood,12.0,110,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1
881260.102,Enterobacter bugandensis strain FDAARGOS_1497 strain Not applicable,881260,Complete,Not applicable,2021-09-23T00:00:00Z,PRJNA231221,SAMN21218853,GCA_020099235.1,"CP083641,CP083642",US Food and Drug Administration,Complete,Pacbio; Illumina,1374.15x,"SMRT v. 9.0.0, HGAP v. 4.0",1,1,2,5022873,55.43837,4844,4696,,,Germany,Germany: Braunschweig,,collected_by:DSMZ,31.0,495,GCF_900324475.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter bugandensis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-5;bugandensis
158836.549,Enterobacter hormaechei strain Y323,158836,Complete,Y323,2020-03-02T00:00:00Z,PRJNA607627,SAMN14142412,GCA_011045335.1,"CP049188,CP049189,CP049190,CP049191",wenzhou medical university,Complete,PacBio RSII,100.0x,Canu v. 1.8,1,3,4,5185408,54.83096,5111,4855,,2007-01-31,China,China:wenzhou,"Human, Homo sapiens",sample_type:single culture,7.0,303,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-1;mobile-9;hormaechei-xiangfangensis-3
158836.1096,Enterobacter hormaechei strain RIVM_C034177,158836,Complete,RIVM_C034177,2021-03-03T00:00:00Z,PRJNA695145,SAMN17615675,GCA_017161725.1,"CP071011,CP071012",National Institute for Public Health and the Environment,Complete,Oxford Nanopore MiniION,30x,Unicycler v. 0.4.4,1,1,2,5054991,54.591038,4900,4712,,2020,Netherlands,Netherlands,Homo sapiens,sample_type:Chromosome,1.0,78,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;hormaechei-hoffmannii-1
158836.1179,Enterobacter hormaechei strain Colony391,158836,Complete,Colony391,2021-07-19T00:00:00Z,PRJNA668870,SAMN17833499,GCA_019272955.1,CP078709,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,68x,idba_ud v. V1.1.3,1,0,1,5033927,56.1926,5107,,swab,,Thailand,Thailand: Nakhon Ratchasima,,"collected_by:Department of Disease Control, Ministry of Public Health",7.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
